Gate Type,Fan-In,Fan-Out,Total Gate Count,Critical Path,Logic Depth
OR,5,1,22479,5,6
XOR,4,2,15657,6,7
OR,3,1,22688,5,4
XOR,5,4,17218,7,3
XOR,4,3,18549,5,7
NAND,2,2,16566,10,6
XOR,3,3,20127,6,8
NAND,2,3,16953,10,6
XOR,4,4,22773,8,9
NAND,2,3,17778,10,5
XOR,5,1,22484,5,7
NOT,1,3,19655,7,4
NAND,2,1,19746,8,8
AND,4,4,19428,6,7
XOR,2,4,21361,9,9
NAND,3,1,24093,10,8
OR,4,4,24710,9,3
AND,4,4,19612,7,9
XOR,5,3,18840,9,6
OR,1,1,18670,9,8
NAND,2,4,19106,6,8
NAND,2,3,22285,9,8
NAND,3,2,18855,10,6
NOT,4,3,20535,5,6
AND,4,3,17542,9,7
AND,1,2,17264,6,8
OR,1,1,18914,6,8
XOR,5,4,18877,5,7
NAND,5,1,19781,10,8
NAND,1,2,19106,5,6
NAND,3,1,21247,7,7
OR,1,2,21428,10,5
AND,4,2,22401,7,3
AND,1,2,21851,5,7
AND,5,2,17169,8,7
AND,4,3,21467,6,5
NAND,3,3,23331,5,4
NOT,5,4,21496,6,7
NAND,4,1,17616,7,5
XOR,1,3,21699,10,4
NOT,5,4,16640,5,8
XOR,5,4,17617,7,9
AND,5,4,23071,6,3
NAND,3,3,17356,5,4
XOR,2,2,20864,5,3
NAND,2,3,24492,9,9
AND,3,1,16922,9,5
OR,3,1,23883,10,5
NAND,1,2,23267,8,3
NAND,4,1,15791,6,9
XOR,2,1,23763,8,3
NOT,2,3,16236,10,6
NAND,4,1,23211,7,3
OR,2,3,18139,6,3
OR,1,1,19423,5,8
AND,1,1,23068,5,3
NAND,3,4,18134,9,9
AND,2,4,17464,9,5
AND,1,2,23524,5,5
AND,5,2,20322,10,4
OR,4,1,24813,10,4
XOR,2,1,16757,9,6
NAND,4,3,24004,6,4
NAND,4,4,16766,10,9
NOT,4,1,22297,9,4
AND,2,3,15338,9,7
OR,2,3,18110,5,4
NAND,1,2,15727,9,9
NOT,2,2,19830,7,3
AND,4,1,22317,10,9
NAND,1,1,21138,8,4
OR,1,3,20608,6,6
NAND,5,2,17322,9,6
XOR,5,1,18826,5,9
NAND,3,3,16205,6,4
XOR,1,4,24640,8,9
OR,4,3,16600,8,8
NOT,2,2,18285,8,5
OR,1,3,18483,8,8
NAND,4,3,17316,7,5
AND,2,1,18673,8,8
OR,4,1,18086,9,4
AND,2,3,20843,5,9
NOT,1,4,18871,8,5
NAND,2,3,20220,6,3
NOT,4,4,22742,10,7
NOT,3,4,21585,9,5
XOR,1,1,15482,8,9
XOR,1,3,21867,10,9
NOT,5,4,22869,8,3
NOT,5,2,16310,10,6
NAND,1,1,20344,8,4
NAND,4,1,18660,6,8
AND,3,2,23672,9,9
NAND,2,2,17565,7,4
NAND,4,4,18360,8,5
AND,2,3,15025,8,8
NAND,3,4,21452,6,9
OR,3,4,24745,6,8
NAND,3,1,19214,10,7
XOR,2,3,22134,8,5
AND,5,4,17105,8,6
NOT,5,2,16920,7,6
NAND,5,2,23310,8,4
NOT,4,1,15391,8,6
XOR,5,2,18861,10,8
NOT,1,2,16060,10,6
NAND,4,2,19807,9,9
AND,4,2,19091,6,5
NOT,3,2,22982,10,7
XOR,2,2,19731,6,7
NOT,3,2,24723,7,4
NOT,4,1,23649,8,8
XOR,3,3,15026,9,7
XOR,3,1,22228,10,7
OR,3,3,21818,5,6
OR,3,2,16948,9,8
OR,2,2,15424,6,4
NOT,4,2,20457,10,9
NOT,1,3,18299,5,6
NAND,4,1,22543,10,6
NAND,3,2,22032,6,6
OR,1,3,18522,6,8
OR,2,2,23221,5,8
XOR,4,3,18119,9,4
XOR,1,2,21785,6,3
XOR,5,3,21023,5,8
AND,5,1,23415,7,3
XOR,2,1,21345,9,4
NAND,2,1,24253,8,3
AND,4,4,22998,10,8
AND,1,4,23116,9,5
OR,3,1,24634,8,4
AND,2,3,16016,6,4
NOT,3,4,20725,7,5
NAND,5,2,20404,6,9
AND,1,1,22672,7,4
XOR,4,4,20238,5,8
AND,4,2,18340,8,5
NAND,2,1,22521,10,5
NAND,3,1,19492,9,4
XOR,2,3,21315,7,5
AND,5,2,22340,6,9
NAND,2,4,15017,10,5
NOT,3,2,24663,5,9
NAND,5,1,24046,7,6
NAND,2,2,15181,9,5
NAND,1,4,15816,10,5
XOR,3,1,22434,10,8
NAND,1,2,19511,7,3
AND,1,3,20666,7,4
AND,3,3,22153,7,4
XOR,3,1,18722,6,5
AND,4,4,20051,6,4
OR,4,4,18249,10,4
OR,2,1,19546,7,9
XOR,1,3,18867,9,5
OR,1,2,20660,10,7
NOT,3,4,24752,6,5
OR,5,2,24187,10,8
OR,4,3,15693,9,4
NOT,3,1,23784,5,3
AND,5,3,23182,6,3
OR,1,4,15284,5,3
AND,5,3,17460,7,8
OR,3,4,18087,6,4
XOR,5,1,15473,5,3
XOR,3,3,19116,8,5
XOR,4,3,16729,7,3
NOT,5,4,21938,5,6
OR,3,4,22759,6,4
NAND,3,4,24289,10,5
XOR,2,3,16955,6,3
XOR,1,1,15128,10,5
NOT,5,1,17622,9,5
NOT,3,2,17861,9,3
OR,5,1,20493,8,7
XOR,3,2,20800,7,7
NAND,1,2,22967,9,4
AND,2,1,24650,6,7
NOT,2,3,17434,5,5
XOR,3,3,18221,5,5
NAND,3,1,16145,9,8
AND,1,1,16721,5,6
AND,5,4,21586,6,5
OR,3,3,24781,6,8
OR,5,2,20134,9,5
OR,5,4,15216,10,5
XOR,3,4,21108,5,7
OR,4,4,23905,9,7
XOR,3,2,23835,10,4
XOR,3,2,22462,5,9
NAND,1,3,18175,6,4
XOR,1,4,22568,6,4
NOT,3,2,18783,6,7
AND,1,2,24881,9,5
OR,3,3,20959,10,8
OR,5,3,20988,9,6
XOR,5,4,19918,8,7
AND,2,4,16088,10,3
NAND,3,2,16580,9,3
OR,5,3,16163,5,8
NAND,3,3,21397,10,7
OR,2,1,17267,8,5
NOT,2,4,22076,10,8
OR,1,4,23179,5,5
NAND,2,3,21464,8,5
NOT,4,2,18019,8,7
NOT,5,3,20238,10,9
XOR,2,1,15355,9,9
NOT,4,2,15092,5,8
NAND,2,3,21707,5,3
NOT,2,1,17422,8,7
OR,3,4,16279,5,4
NAND,5,4,18685,10,4
AND,1,1,23672,5,8
AND,4,1,15313,5,4
NAND,1,3,21607,8,4
AND,2,3,17775,5,6
OR,3,4,19993,7,8
OR,5,3,16498,7,6
OR,5,1,19954,5,9
AND,5,1,18168,8,6
OR,1,3,24551,10,5
NOT,4,3,20748,5,4
AND,1,3,22283,7,7
XOR,3,2,19753,6,4
AND,4,1,16447,9,4
XOR,1,4,23187,7,8
OR,4,3,23240,10,6
AND,3,2,20951,7,6
OR,4,4,21297,10,9
NAND,3,1,17172,8,3
NOT,2,3,17424,10,7
XOR,2,2,20733,6,9
NAND,2,1,21436,5,7
NOT,2,4,18485,5,3
NOT,4,4,24011,10,4
OR,4,1,17570,9,6
NAND,5,2,21834,10,4
AND,5,3,21391,6,9
AND,5,1,24302,6,9
AND,2,3,15209,9,3
AND,2,2,22637,9,3
OR,2,4,17903,9,4
XOR,4,1,24565,10,6
AND,1,1,22859,10,3
AND,1,4,18756,10,3
NAND,1,2,15053,6,7
NOT,1,3,15362,8,4
XOR,5,1,19804,5,3
NOT,1,1,24103,6,5
AND,4,3,18006,7,8
NOT,4,4,19631,5,3
NAND,3,2,16929,6,8
OR,2,1,20647,6,9
OR,1,2,20101,8,5
OR,5,2,17833,5,9
NAND,3,1,21452,6,4
NAND,3,3,15856,5,6
NOT,1,4,22482,10,4
AND,1,1,20638,8,3
AND,3,3,24814,10,3
AND,3,1,18846,10,4
XOR,2,2,20191,6,7
AND,4,4,24262,9,8
OR,1,4,19047,8,3
XOR,4,3,19335,6,9
NAND,2,1,16525,8,5
OR,2,1,22939,5,3
OR,2,2,23898,9,8
NAND,1,3,15446,5,8
XOR,2,1,18854,10,7
NOT,2,2,20338,6,4
XOR,4,3,21164,10,4
XOR,4,4,18383,6,7
NOT,2,1,22791,10,4
NAND,3,1,22134,9,4
XOR,2,1,16658,10,4
AND,2,3,15437,6,6
OR,1,3,22019,9,9
NAND,5,4,15000,5,9
NOT,2,3,22116,6,8
NAND,5,3,23428,8,8
OR,4,2,16622,10,7
AND,5,1,23554,7,5
OR,3,4,17815,8,6
XOR,1,3,23836,10,5
NOT,3,1,17896,7,6
AND,1,3,24644,10,9
XOR,3,3,21993,6,6
NAND,2,3,23537,5,5
NOT,3,3,18148,10,3
OR,4,2,19183,9,9
OR,1,1,17647,10,4
NOT,4,4,21128,5,8
NAND,1,4,21252,7,7
AND,5,4,21455,9,8
AND,1,1,15115,6,4
NOT,1,4,16074,10,5
NOT,1,4,22001,7,8
OR,2,3,20038,6,9
OR,1,2,18868,8,6
AND,5,2,16533,9,6
NAND,4,2,22380,6,4
NAND,2,1,24279,8,7
OR,1,1,20867,9,3
NOT,2,2,18852,8,8
AND,3,4,23430,6,9
NOT,3,3,24180,10,3
XOR,1,4,24186,8,6
OR,3,2,21612,9,6
OR,1,3,23112,6,7
AND,3,3,17651,10,7
NOT,2,4,24798,7,9
OR,5,1,15277,6,7
NAND,5,2,16210,6,9
NOT,3,1,18512,6,5
OR,5,4,23904,5,3
AND,4,4,15085,9,6
NAND,5,3,23852,5,7
AND,1,4,19234,6,9
OR,3,4,19375,10,4
NOT,1,3,22659,10,3
XOR,5,4,21442,9,3
XOR,3,1,24330,6,7
OR,2,3,19594,6,7
NOT,2,2,15590,8,9
OR,1,1,19641,8,6
NOT,4,3,22539,8,8
XOR,3,2,20521,6,5
NOT,5,4,15533,9,8
NOT,5,4,20253,7,5
AND,4,1,18936,10,9
NOT,3,2,22987,5,4
OR,1,1,23225,6,3
NAND,2,4,21280,7,3
XOR,3,4,22665,6,5
NAND,5,1,20768,6,3
AND,1,4,22982,8,4
XOR,3,2,24135,6,4
XOR,4,3,22062,8,7
OR,2,1,20989,7,4
NOT,5,4,17519,10,8
AND,3,2,15055,6,7
AND,1,1,17717,9,5
NAND,3,2,20940,5,3
OR,2,4,20545,5,6
OR,1,3,16916,5,9
OR,3,3,20874,7,4
NAND,3,2,20657,6,9
XOR,5,3,17513,5,7
NAND,1,4,17332,7,5
NOT,4,1,23742,5,6
AND,5,1,22573,7,7
NOT,5,2,16800,9,9
NAND,2,4,16235,7,5
AND,2,3,22154,6,4
NAND,4,2,18543,8,5
OR,1,1,21196,7,9
XOR,5,1,21395,8,8
XOR,2,1,16450,8,3
OR,1,4,17601,10,7
OR,1,2,19274,8,7
OR,2,3,21167,7,6
AND,1,2,17390,6,8
OR,4,4,17900,5,5
NAND,2,3,21922,6,8
AND,2,3,22307,9,9
NAND,1,2,23828,6,7
AND,1,1,20884,8,7
NOT,3,2,18114,9,3
OR,5,2,15450,8,9
NOT,2,2,22173,6,6
AND,3,4,15329,6,7
XOR,3,1,15321,9,7
OR,4,4,18552,7,8
NAND,3,3,20013,6,9
OR,5,2,15685,10,5
OR,3,4,21567,9,6
AND,1,1,24536,6,4
OR,1,3,23239,5,5
OR,4,2,23989,5,3
OR,4,3,17580,10,6
NOT,3,1,21459,9,3
NOT,2,2,19063,7,3
OR,2,3,17134,8,9
XOR,1,1,15853,8,9
AND,4,2,16973,8,6
AND,5,3,15184,10,6
NAND,5,2,23374,7,7
NAND,2,1,21873,7,5
OR,3,4,21395,7,8
NAND,1,3,15100,7,8
XOR,5,4,21249,8,5
XOR,4,4,20167,8,4
XOR,1,4,16540,6,9
NAND,1,2,23786,7,8
XOR,5,3,22852,8,8
OR,4,2,19359,7,9
OR,3,3,20829,10,7
NAND,2,4,18769,10,4
NOT,2,1,17809,6,4
XOR,1,2,19540,8,6
NOT,4,1,21753,6,8
AND,1,2,21623,10,7
NOT,1,1,21987,7,5
AND,2,2,16541,5,7
NOT,1,4,21543,5,8
OR,5,2,19220,6,5
AND,3,3,15285,9,7
AND,4,1,17989,5,7
OR,4,4,24576,9,6
NAND,2,2,17891,5,4
NOT,1,3,24915,8,5
XOR,2,2,23998,10,9
AND,3,1,18388,9,7
OR,4,3,24900,6,9
NOT,4,1,24114,8,3
NAND,4,3,19835,7,4
OR,4,4,23055,10,3
AND,5,1,19557,5,6
AND,3,4,23380,5,3
AND,1,3,23264,5,5
NOT,3,3,23144,6,5
AND,5,4,16514,10,8
NOT,5,2,24072,5,7
AND,4,3,22581,5,4
AND,2,3,17978,9,9
XOR,4,2,24092,6,4
AND,2,4,22970,6,8
NOT,3,1,22745,7,6
NAND,3,4,18983,9,8
NOT,3,3,18815,8,9
NAND,5,2,23235,6,5
AND,5,4,23173,10,9
NOT,4,3,18240,10,6
NAND,1,3,18512,6,6
AND,3,4,16977,10,9
AND,5,1,16611,6,6
XOR,4,2,17943,5,6
XOR,4,1,22430,5,9
XOR,1,4,15395,5,7
OR,4,3,24347,10,9
NOT,3,4,21071,7,7
NOT,3,3,21686,9,7
OR,4,2,17722,8,6
AND,5,1,17061,10,3
NOT,1,1,22446,9,3
AND,5,1,21279,8,5
OR,3,3,24068,9,4
XOR,3,1,19247,8,6
NOT,5,1,19454,9,3
OR,5,1,17909,10,7
AND,4,1,18190,7,9
OR,2,1,23098,7,6
XOR,5,2,23595,5,5
OR,2,1,21303,6,5
XOR,2,1,23758,5,5
NAND,2,3,21252,10,5
OR,1,1,18309,6,8
OR,2,4,15920,8,9
NAND,1,4,22062,9,5
XOR,2,3,18778,5,7
NOT,5,4,23913,8,4
NAND,5,2,21661,5,3
NAND,3,3,21189,7,6
NOT,1,2,16821,8,6
XOR,1,3,15329,10,3
NAND,4,2,15215,9,6
XOR,4,1,22619,7,8
NAND,4,2,24956,10,4
AND,4,1,16237,9,4
XOR,2,2,16148,7,7
OR,3,3,21483,8,4
AND,2,4,15265,6,5
NOT,5,4,23427,8,6
NAND,2,2,22977,5,9
NOT,4,2,21339,7,4
OR,3,3,23282,8,5
NAND,3,4,24519,5,3
OR,5,4,24937,10,9
XOR,2,4,18400,5,7
NAND,4,4,21422,9,3
NOT,5,4,20158,7,6
XOR,4,3,22486,10,3
AND,1,4,17459,8,7
XOR,4,1,24482,9,5
AND,1,2,21920,7,3
NAND,1,1,21559,5,8
NOT,3,4,23064,6,3
NAND,1,2,24534,5,8
OR,1,1,21519,8,9
AND,2,2,17205,9,4
AND,1,4,17353,10,5
NOT,2,3,19873,10,3
AND,5,1,22448,10,5
XOR,2,1,16249,5,7
NOT,5,1,21691,8,9
AND,2,3,16341,9,9
NAND,5,3,16037,5,5
XOR,3,1,15450,9,7
NAND,4,1,17254,10,7
NOT,5,1,19667,5,8
NAND,3,1,18364,7,3
OR,1,2,18642,9,8
OR,1,1,21784,10,5
XOR,3,2,18985,5,4
OR,3,4,17607,6,8
AND,4,3,20653,7,7
XOR,4,3,22651,5,9
AND,5,1,15853,9,7
NOT,3,3,20412,9,4
OR,2,4,24218,10,8
NOT,3,4,23456,5,9
OR,2,1,24244,5,4
AND,5,4,20515,9,4
NAND,1,4,20717,10,9
OR,4,1,23099,5,9
AND,4,4,15767,6,7
AND,4,3,23756,10,3
NOT,5,4,17227,9,3
OR,3,4,20664,8,7
NOT,1,4,21494,8,6
NOT,2,2,24427,10,5
XOR,4,4,18097,7,6
XOR,4,2,19801,9,9
AND,5,3,19139,9,8
AND,3,2,20395,7,7
NOT,1,2,18590,10,6
NOT,5,4,15898,5,5
AND,5,4,24137,10,9
AND,3,2,16952,8,6
OR,3,2,22772,9,4
AND,1,4,22945,9,3
NOT,4,4,19087,10,7
OR,5,4,16577,5,5
AND,2,3,20468,8,5
AND,1,2,19164,5,6
XOR,3,1,15921,6,5
XOR,5,2,15175,6,9
NOT,5,2,15879,10,5
NOT,5,1,19462,6,7
NAND,3,4,18588,9,7
NAND,4,2,21634,10,7
NAND,4,4,20557,7,6
AND,3,3,21120,7,5
NOT,5,4,20557,5,5
AND,2,3,23814,9,3
NOT,3,2,22300,9,6
XOR,5,4,19600,9,3
NOT,4,3,16524,9,8
NOT,2,2,18867,9,6
NOT,4,2,17204,8,3
XOR,4,1,18765,10,9
XOR,2,3,21466,6,9
AND,1,2,23073,6,7
OR,5,3,16228,5,8
OR,4,3,18221,10,9
XOR,3,4,17703,10,8
XOR,1,1,24912,8,6
NAND,5,2,15656,10,4
OR,4,2,20007,10,4
AND,2,4,18549,9,8
AND,4,3,15939,5,6
OR,3,1,17222,6,3
OR,3,4,17537,9,6
NOT,4,1,20463,6,8
NOT,4,2,23452,8,5
OR,5,3,15698,7,5
AND,5,4,15714,6,6
NAND,1,1,23719,9,9
NAND,3,2,22254,7,3
OR,1,2,21448,5,4
AND,5,2,19217,8,7
AND,3,3,15491,9,3
OR,1,3,19817,8,7
OR,3,4,15156,6,7
AND,4,3,22586,9,4
XOR,3,4,16419,7,4
OR,3,4,20886,7,3
NAND,5,2,22705,9,6
AND,5,3,19892,8,6
OR,4,3,18857,5,6
AND,4,1,22013,8,4
AND,2,4,16775,8,8
NOT,2,3,17749,7,4
XOR,2,2,16912,8,4
XOR,1,2,19680,10,8
XOR,2,2,22515,5,9
AND,5,4,17643,9,3
XOR,2,3,24596,9,3
AND,3,3,24320,9,6
NAND,4,3,21961,5,7
NAND,5,1,20819,8,6
NOT,5,2,19363,9,6
NOT,1,1,17220,6,5
NAND,5,4,23480,7,4
AND,5,4,18369,6,8
OR,1,4,16702,5,5
OR,3,3,23402,5,4
NOT,5,4,21793,6,6
OR,1,1,16493,7,9
NAND,4,3,18438,8,4
NAND,5,2,24301,8,8
XOR,5,3,20581,5,8
AND,2,1,17086,5,8
NAND,1,2,16918,9,9
OR,3,4,17973,10,4
XOR,4,1,18096,9,7
OR,4,3,19696,8,5
OR,3,3,15759,9,4
AND,3,1,24747,7,4
AND,2,3,17838,7,9
AND,1,2,24143,7,3
XOR,5,2,21942,7,5
NAND,2,4,21486,7,5
OR,2,2,17376,6,7
XOR,4,4,21925,5,6
NOT,1,4,23926,6,9
XOR,3,3,15906,5,9
NOT,2,2,23004,8,6
NAND,4,2,22739,7,6
XOR,3,4,21662,10,6
NAND,5,4,22753,9,5
XOR,1,2,18443,10,8
NAND,4,1,18159,6,4
NOT,4,3,21333,9,3
NOT,5,3,19065,8,6
AND,5,4,19091,10,5
OR,1,3,15919,8,3
NOT,1,4,23046,6,3
OR,3,2,20089,6,3
AND,3,3,19171,7,9
AND,5,4,15086,7,7
NOT,3,2,21137,9,7
NAND,3,3,20832,8,9
AND,4,2,16186,10,5
NAND,5,3,18772,8,7
AND,3,3,19393,9,9
NOT,4,4,17724,10,9
XOR,4,4,24058,7,8
XOR,3,4,18029,9,3
NOT,2,3,22967,6,6
OR,1,3,15464,10,4
XOR,3,1,17555,8,3
OR,2,2,18388,5,3
XOR,4,2,21301,5,6
OR,1,3,16802,9,7
NAND,5,4,22475,9,3
NOT,1,1,18939,7,4
XOR,5,2,16688,5,9
NAND,5,2,24033,10,3
NOT,4,2,16471,10,7
AND,2,2,22187,7,9
NOT,4,1,23553,5,5
XOR,5,3,18889,7,3
AND,2,3,22963,10,6
OR,5,1,22328,5,8
XOR,3,1,17938,6,6
XOR,1,4,23278,9,9
OR,1,1,16760,10,6
XOR,4,3,23340,10,5
NAND,4,3,21413,10,3
NOT,2,3,20121,5,6
NOT,4,1,21377,8,8
AND,1,3,24055,8,5
AND,4,1,17539,7,5
OR,2,4,19359,10,3
OR,3,2,20711,5,7
AND,4,2,17764,10,4
NAND,4,1,24201,9,9
AND,5,1,17588,10,9
OR,1,3,21901,7,7
XOR,4,3,20976,10,5
OR,1,4,20058,9,7
AND,5,2,15348,9,7
OR,3,1,19217,6,4
OR,3,4,15998,5,8
XOR,4,4,21524,8,6
NAND,2,4,20915,9,6
NAND,4,4,16102,10,5
XOR,2,4,23674,10,4
OR,2,2,17225,10,4
OR,4,1,24262,5,6
NAND,2,3,23619,9,4
AND,2,2,24658,10,5
NOT,3,1,17823,7,6
AND,3,1,20511,5,7
OR,2,4,20178,5,9
NAND,2,2,15650,10,4
AND,5,2,20034,5,4
AND,1,3,24872,7,8
OR,2,2,22535,10,7
XOR,2,3,21068,7,6
NAND,1,4,15922,9,6
OR,2,1,16327,10,3
NAND,4,4,23654,7,5
OR,3,2,21461,6,3
NOT,2,4,23706,6,9
OR,4,2,24109,6,9
NAND,3,4,22288,5,5
NAND,3,4,23878,7,7
XOR,2,1,16557,7,7
OR,2,3,18992,8,6
NAND,2,2,21819,6,6
XOR,2,4,22687,7,7
NOT,3,1,22824,6,8
OR,4,2,18307,7,3
XOR,1,4,18878,5,6
XOR,5,4,17523,7,7
OR,5,2,18645,7,9
XOR,3,4,22136,9,4
NOT,1,3,18527,8,9
NAND,3,1,23175,5,7
AND,4,1,19977,6,6
AND,5,2,19492,5,8
OR,1,3,23072,9,3
AND,4,2,17900,8,8
OR,1,4,17676,6,6
NOT,3,1,20340,5,3
OR,4,2,22814,8,9
OR,1,4,19534,5,5
AND,3,2,22948,5,3
NAND,4,3,17644,10,8
XOR,2,3,18251,9,5
OR,3,3,21960,7,7
AND,4,3,15497,10,3
NAND,4,1,23771,6,7
NAND,5,3,20973,7,6
NOT,2,3,15846,5,9
XOR,2,4,16377,7,5
XOR,5,4,20746,7,7
XOR,3,2,19329,5,4
NAND,4,1,19122,6,6
OR,2,4,20292,7,4
OR,1,2,21138,9,3
AND,5,4,20175,9,6
AND,1,2,22817,8,5
OR,1,3,15056,10,7
NOT,4,3,20364,7,4
AND,3,2,19888,8,9
AND,2,2,22414,5,4
XOR,4,2,22066,5,3
OR,3,4,21578,10,5
XOR,1,3,18023,7,9
AND,1,4,17450,9,4
NAND,2,4,18840,6,8
OR,2,3,18667,10,9
NAND,3,1,17333,6,6
NAND,1,3,19080,5,8
OR,4,2,23724,7,3
NAND,2,4,16499,10,9
NAND,4,4,23243,6,8
XOR,2,3,20444,9,6
AND,2,4,16242,9,4
NOT,4,2,17882,5,8
NOT,5,2,16941,8,5
AND,1,1,21611,9,9
NAND,3,3,20666,6,5
OR,5,1,24155,5,6
AND,1,2,20273,9,7
OR,2,1,22727,6,3
NAND,4,2,24156,5,5
AND,3,2,18126,8,3
OR,2,4,17013,6,9
AND,3,2,19684,8,5
NAND,3,1,22706,10,3
OR,1,4,19666,6,4
NAND,1,4,20519,6,5
NOT,2,2,15561,5,3
OR,4,3,23405,6,6
OR,4,3,21005,5,3
XOR,5,1,21051,7,7
AND,3,2,23664,7,4
XOR,3,2,15027,9,3
NOT,4,3,15781,5,3
NOT,4,2,24777,9,4
NAND,1,2,15087,8,3
NOT,5,3,18655,9,9
NAND,2,3,24604,6,8
NOT,5,2,24344,8,9
NAND,3,4,15290,9,4
OR,4,3,23031,10,6
OR,5,3,16451,8,9
XOR,1,2,19450,9,9
AND,2,2,20167,6,8
NOT,1,4,18435,9,6
OR,1,3,23981,7,4
NAND,3,3,21764,9,4
XOR,5,2,16256,6,7
AND,2,2,18727,5,8
AND,1,3,15273,6,8
NAND,1,2,17410,7,6
AND,3,3,15866,7,3
AND,3,4,20348,10,6
AND,5,4,20276,9,4
NAND,1,2,23284,8,5
OR,3,2,17586,8,4
NOT,5,1,15572,7,5
XOR,2,1,18576,5,3
XOR,2,1,18993,5,5
OR,2,2,22313,6,8
NAND,4,4,22486,5,4
XOR,5,3,18955,5,3
NAND,1,4,23480,8,9
OR,3,2,15364,10,7
XOR,2,4,20629,8,6
NAND,3,1,21917,6,5
AND,2,3,24152,9,5
OR,5,4,17485,5,6
AND,3,4,18765,5,5
XOR,3,4,15405,7,5
OR,3,4,23557,5,8
AND,3,2,21705,8,3
NOT,4,4,17728,10,8
NAND,2,2,17818,9,7
XOR,1,2,18323,10,7
NOT,5,3,21337,6,4
NAND,5,3,17788,9,8
OR,2,1,23309,5,3
NAND,4,3,23761,10,8
NAND,3,1,22494,9,6
NAND,3,4,18581,6,4
NAND,2,2,23134,10,4
NOT,2,2,23630,6,4
NOT,4,3,24486,9,9
NAND,2,3,24062,9,3
OR,5,3,20289,8,5
NAND,1,1,18207,6,3
AND,3,4,22965,6,4
XOR,4,2,19278,10,3
NAND,4,3,24744,5,5
NOT,2,2,17475,6,6
NOT,3,2,21302,5,9
NAND,5,3,17993,9,6
NAND,2,1,21878,10,5
AND,3,1,18593,8,4
NAND,3,2,20001,9,8
NAND,1,1,20274,6,6
XOR,3,2,16608,6,7
NAND,4,4,22507,6,9
OR,3,2,21435,9,3
NOT,2,3,15603,8,8
OR,2,4,24082,7,3
XOR,3,1,16827,6,5
XOR,3,4,21804,8,8
NOT,2,3,18881,5,7
NAND,5,3,19638,10,9
NOT,5,2,18460,9,7
OR,3,3,16517,8,4
NAND,3,2,20122,5,6
NOT,1,3,15591,8,3
NOT,3,2,17337,9,6
XOR,3,4,21374,9,9
NOT,2,4,24939,6,7
NOT,2,4,16539,10,6
AND,1,4,17246,10,5
OR,2,1,16361,9,4
AND,5,1,16331,9,8
NAND,2,3,20050,7,7
AND,3,3,24052,6,7
AND,5,1,20696,8,8
AND,4,4,23926,6,8
XOR,3,4,21610,5,8
XOR,5,4,16854,7,6
NOT,5,1,19221,8,7
XOR,5,4,20996,9,9
NAND,2,3,15646,6,8
XOR,5,3,21297,5,6
AND,4,2,20752,9,9
AND,4,3,15853,9,4
OR,4,4,24687,8,4
OR,5,3,23849,5,9
NAND,2,3,20653,6,7
AND,5,4,19219,6,6
NOT,3,4,20221,7,9
OR,5,1,16915,6,9
NAND,3,3,18266,9,5
AND,5,3,20500,10,8
AND,5,4,20581,9,3
AND,3,3,17870,8,7
AND,4,4,16874,6,8
AND,1,2,16262,9,4
NOT,1,1,21927,6,9
OR,1,2,19310,9,4
NAND,4,2,19889,8,6
OR,2,4,16831,9,6
NOT,2,3,16963,5,3
AND,3,4,16414,7,4
NAND,4,3,20779,5,5
OR,5,2,24382,9,6
XOR,2,1,19963,9,8
XOR,4,3,19521,8,3
OR,5,1,23136,5,6
XOR,2,2,20777,8,7
OR,2,3,22879,9,3
XOR,2,2,18027,6,8
XOR,3,2,19034,5,7
NAND,5,2,24556,6,7
AND,5,4,17199,6,3
NAND,1,3,18053,7,6
AND,5,4,18705,5,4
AND,1,3,21889,6,8
AND,4,4,23155,10,8
NOT,4,1,23051,9,3
XOR,2,4,15572,9,9
NAND,1,4,23824,10,6
NOT,4,1,17236,7,8
XOR,5,1,17845,10,6
OR,2,1,20934,8,7
NOT,5,4,15540,5,3
NOT,2,2,17230,9,5
OR,5,4,19859,7,7
NOT,4,4,19939,6,5
NOT,1,2,16169,8,3
NAND,2,4,21952,9,5
AND,3,4,18917,7,9
AND,5,3,23947,5,6
OR,5,4,15957,10,7
OR,1,4,24779,10,6
OR,4,2,18573,8,4
XOR,3,1,22204,8,6
NOT,5,1,18674,5,6
NAND,4,2,15384,9,7
AND,2,1,17228,5,9
AND,5,3,17621,7,7
XOR,4,4,20064,7,6
XOR,2,3,20913,6,4
NAND,4,1,20814,5,4
AND,4,2,21066,5,5
AND,3,4,21113,10,8
NOT,2,4,24790,9,9
NAND,2,4,19430,6,7
XOR,5,3,16862,10,9
AND,4,2,20174,10,5
XOR,1,3,24173,10,9
NAND,2,3,22856,9,8
NOT,2,2,24218,5,3
NOT,2,4,19364,10,7
NOT,4,2,16292,8,6
AND,5,2,22594,8,6
XOR,2,3,18134,10,9
NOT,1,1,19887,7,6
XOR,4,3,19537,7,5
AND,1,4,21413,10,7
XOR,5,1,18017,10,8
NOT,1,4,18679,5,9
NAND,3,1,23378,6,4
XOR,3,4,17102,7,6
OR,3,1,23857,10,3
XOR,5,3,21974,10,6
NAND,2,3,15840,9,8
NAND,2,2,19755,7,4
NOT,1,2,18735,9,9
XOR,5,4,19548,9,3
OR,5,2,23175,8,8
OR,2,2,16348,10,5
